decada,nome_regiao,estado,nome_estado,urbano_rural,grupo_etario,sexid,saldo_migratorio,saldo_migratorio_indireto,populacao_t,populacao_t_10,taxa_liquida_migracao,taxa_liquida_migracao_ind
1960-1970,Sudeste,RJ,Rio de Janeiro,Urbano,60+,Homens,16241.7680989238,0,133861,220481,0.0736651598048076,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Urbano,60+,Mulheres,38100.3452019682,0,174908,289450,0.131630144073132,0
1960-1970,Sudeste,RJ,Rio de Janeiro,Urbano,60+,Total,54342.113300892,0,308769,509931,0.106567581301964,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,0-4,Homens,-10397.8667799641,-31193.6003398922,85597,64986,-0.160001643122581,-0.480004929367744
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,0-4,Mulheres,-9766.94194318472,-29300.8258295542,82972,63809,-0.153065272033486,-0.459195816100459
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,0-4,Total,-20164.8087231488,-60494.4261694464,168569,128795,-0.156565151777234,-0.469695455331701
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,5-9,Homens,-24543.0438982362,-8181.01463274541,86231,62463,-0.392921311788358,-0.130973770596119
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,5-9,Mulheres,-23748.5552428944,-7916.1850809648,82668,60338,-0.393592019007829,-0.131197339669276
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,5-9,Total,-48291.5991411306,-16097.1997137102,168899,122801,-0.393250862298602,-0.131083620766201
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,10-14,Homens,-25383.100660985,0,78989,63014,-0.402816844843766,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,10-14,Mulheres,-29048.2166003521,0,72283,57547,-0.504773777961529,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,10-14,Total,-54431.3172613371,0,151272,120561,-0.451483624566295,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,15-19,Homens,-28325.9679991395,0,65171,56915,-0.497688974771843,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,15-19,Mulheres,-34123.6139170911,0,56853,51307,-0.665086906603214,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,15-19,Total,-62449.5819162306,0,122024,108222,-0.577050709802356,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,20-24,Homens,-31675.7251862816,0,46094,43986,-0.720131978044868,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,20-24,Mulheres,-31162.2900401853,0,41534,40233,-0.774545523331227,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,20-24,Total,-62838.0152264668,0,87628,84219,-0.746126351850139,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,25-29,Homens,-25870.398951536,0,34892,34975,-0.739682600472794,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,25-29,Mulheres,-20940.6580684197,0,31886,31132,-0.67264095041821,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,25-29,Total,-46811.0570199557,0,66778,66107,-0.708110442463819,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,30-34,Homens,-15875.2275809827,0,30917,27798,-0.571092437620788,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,30-34,Mulheres,-13272.400923068,0,27338,24870,-0.533671126781985,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,30-34,Total,-29147.6285040506,0,58255,52668,-0.55342197357125,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,35-39,Homens,-10605.3108717461,0,27909,24059,-0.440804309062974,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,35-39,Mulheres,-9375.2221928667,0,26616,21676,-0.432516248056223,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,35-39,Total,-19980.5330646128,0,54525,45735,-0.436876201259709,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,40-44,Homens,-8969.53933037918,0,26740,22876,-0.392093868262772,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,40-44,Mulheres,-7822.45498848082,0,23120,19764,-0.395793108099616,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,40-44,Total,-16791.99431886,0,49860,42640,-0.393808497159006,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,45-49,Homens,-7488.83744629649,0,21429,18542,-0.403885095798538,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,45-49,Mulheres,-7711.84995262921,0,18542,16717,-0.461317817349357,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,45-49,Total,-15200.6873989257,0,39971,35259,-0.431115102496545,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,50-54,Homens,-6760.84828318979,0,18969,17479,-0.386798345625596,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,50-54,Mulheres,-7077.71907044239,0,15741,14518,-0.487513367574211,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,50-54,Total,-13838.5673536322,0,34710,31997,-0.432495776280032,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,55-59,Homens,-5651.23751345808,0,15136,13456,-0.419979006648193,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,55-59,Mulheres,-5914.24564921521,0,11656,11093,-0.533151144795386,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,55-59,Total,-11565.4831626733,0,26792,24549,-0.47111830065067,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,60+,Homens,-14914.5336796763,0,31259,31751,-0.469734297492245,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,60+,Mulheres,-13969.6780797085,0,24705,27001,-0.517376322347636,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Rural,60+,Total,-28884.2117593848,0,55964,58752,-0.491629421285825,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,0-4,Homens,12179.5348508108,36538.6045524324,532774,632054,0.01926976943554,0.05780930830662
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,0-4,Mulheres,12885.7635786336,38657.2907359008,519179,614935,0.0209546758253045,0.0628640274759134
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,0-4,Total,25065.2984294444,75195.8952883332,1051953,1246989,0.0201006572066349,0.0603019716199046
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,5-9,Homens,3483.84157449624,1161.28052483208,562706,580419,0.00600228726919043,0.00200076242306348
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,5-9,Mulheres,6105.71338053601,2035.237793512,548928,565050,0.0108056161057181,0.00360187203523936
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,5-9,Total,9589.55495503225,3196.51831834408,1111634,1145469,0.00837172804766628,0.00279057601588876
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,10-14,Homens,19272.0808141975,0,519228,569751,0.0338254444734587,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,10-14,Mulheres,19917.0271678563,0,520309,562135,0.035431039106009,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,10-14,Total,39189.1079820539,0,1039537,1131886,0.0346228400934846,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,15-19,Homens,40733.5198701375,0,457150,597102,0.0682186960856561,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,15-19,Mulheres,44671.4288607691,0,494983,612078,0.0729832290341576,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,15-19,Total,85404.9487309066,0,952133,1209180,0.0706304675324655,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,20-24,Homens,77454.6501593273,0,399772,574967,0.134711470674538,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,20-24,Mulheres,74866.912448623,0,422860,588939,0.127121675502256,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,20-24,Total,152321.56260795,0,822632,1163906,0.130871017597598,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,25-29,Homens,65175.1550095943,0,322164,492176,0.132422456620384,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,25-29,Mulheres,68626.0206806554,0,344979,522179,0.131422406264242,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,25-29,Total,133801.17569025,0,667143,1014355,0.131907641496567,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,30-34,Homens,26289.0235197479,0,304835,405296,0.0648637625827738,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,30-34,Mulheres,39356.4277846458,0,316985,427902,0.0919753302967636,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,30-34,Total,65645.4513043937,0,621820,833198,0.0787873366287409,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,35-39,Homens,5787.35096828517,0,285237,326103,0.0177470031501862,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,35-39,Mulheres,12456.0954250834,0,299642,348646,0.0357270567426082,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,35-39,Total,18243.4463933685,0,584879,674749,0.0270373818907009,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,40-44,Homens,-6011.70623271214,0,264546,308301,-0.0194994704289384,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,40-44,Mulheres,2626.17894297576,0,270854,322798,0.00813567290682025,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,40-44,Total,-3385.52728973638,0,535400,631099,-0.00536449477773911,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,45-49,Homens,-2598.71349542396,0,203963,263804,-0.00985092529083698,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,45-49,Mulheres,6361.2957853431,0,208906,281733,0.0225791646180714,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,45-49,Total,3762.58228991914,0,412869,545537,0.00689702493124965,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,50-54,Homens,-2831.09951640369,0,163991,237417,-0.0119245863455594,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,50-54,Mulheres,4639.95969925105,0,172658,258065,0.0179798101224538,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,50-54,Total,1808.86018284736,0,336649,495482,0.00365070816467069,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,55-59,Homens,-4961.86567769121,0,127996,177355,-0.0279770273050729,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,55-59,Mulheres,3760.05775020522,0,138680,195815,0.0192020925373706,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,55-59,Total,-1201.80792748599,0,266676,373170,-0.00322053736229062,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,60+,Homens,-39206.5964683554,0,251740,352827,-0.111121304402314,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,60+,Mulheres,-25949.7212415334,0,314155,463803,-0.0559498779471746,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Total,60+,Total,-65156.3177098888,0,565895,816630,-0.0797868284411408,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,0-4,Homens,17631.0463450847,52893.1390352542,447177,567068,0.031091591035087,0.0932747731052611
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,0-4,Mulheres,17884.3462920572,53653.0388761717,436207,551126,0.0324505581156709,0.0973516743470127
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,0-4,Total,35515.392637142,106546.177911426,883384,1118194,0.0317613872343636,0.0952841617030908
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,5-9,Homens,20803.2357661206,6934.41192204019,476475,517956,0.040164098429443,0.0133880328098143
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,5-9,Mulheres,22896.052362237,7632.017454079,466260,504712,0.0453645888392529,0.0151215296130843
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,5-9,Total,43699.2881283576,14566.4293761192,942735,1022668,0.0427306693162958,0.0142435564387653
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,10-14,Homens,44677.1314222264,0,440239,506737,0.0881663099837319,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,10-14,Mulheres,48996.0236307047,0,448026,504588,0.0971010480445525,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,10-14,Total,93673.155052931,0,888265,1011325,0.0926241861448407,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,15-19,Homens,69067.7769757587,0,391979,540187,0.127859013592994,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,15-19,Mulheres,78805.879863714,0,438130,560771,0.140531303979189,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,15-19,Total,147873.656839473,0,830109,1100958,0.134313622172211,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,20-24,Homens,109141.246360314,0,353678,530981,0.205546425126915,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,20-24,Mulheres,106038.591546085,0,381326,548706,0.193252108681306,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,20-24,Total,215179.837906399,0,735004,1079687,0.199298350268549,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,25-29,Homens,91056.9780406035,0,287272,457201,0.199161808571293,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,25-29,Mulheres,89572.6585552705,0,313093,491047,0.182411578841273,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,25-29,Total,180629.636595874,0,600365,948248,0.19048775910508,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,30-34,Homens,42171.121922451,0,273918,377498,0.111712173104099,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,30-34,Mulheres,52631.6538318817,0,289647,403032,0.130589267928804,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,30-34,Total,94802.7757543327,0,563565,780530,0.121459490031559,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,35-39,Homens,16398.7072896966,0,257328,302044,0.0542924451063307,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,35-39,Mulheres,21833.4522569141,0,273026,326970,0.0667750933018751,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,35-39,Total,38232.1595466107,0,530354,629014,0.0607810947715165,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,40-44,Homens,2962.44570577872,0,237806,285425,0.0103790687773626,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,40-44,Mulheres,10448.8561906359,0,247734,303034,0.0344808047632803,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,40-44,Total,13411.3018964146,0,485540,588459,0.0227905459792689,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,45-49,Homens,4894.26439537198,0,182534,245262,0.0199552494694326,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,45-49,Mulheres,14074.2538201376,0,190364,265016,0.0531071853025389,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,45-49,Total,18968.5182155096,0,372898,510278,0.0371729100911849,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,50-54,Homens,3935.81111061026,0,145022,219938,0.0178950936655342,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,50-54,Mulheres,11717.8669820733,0,156917,243547,0.0481133702409526,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,50-54,Total,15653.6780926836,0,301939,463485,0.0337738612742237,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,55-59,Homens,696.799651174661,0,112860,163899,0.00425139659897047,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,55-59,Mulheres,9676.29245002029,0,127024,184722,0.0523829995886808,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,55-59,Total,10373.092101195,0,239884,348621,0.029754639282186,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,60+,Homens,-24239.497273912,0,220481,321076,-0.0754945784609001,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,60+,Mulheres,-11987.1819621674,0,289450,436802,-0.0274430564927987,0
1970-1980,Sudeste,RJ,Rio de Janeiro,Urbano,60+,Total,-36226.6792360794,0,509931,757878,-0.0478001462452788,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,0-4,Homens,-7079.61086318697,-21238.8325895609,61357,74142,-0.0954871849044666,-0.2864615547134
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,0-4,Mulheres,-6953.39825205848,-20860.1947561754,58198,73311,-0.0948479525863578,-0.284543857759073
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,0-4,Total,-14033.0091152454,-42099.0273457363,119555,147453,-0.0951693700043094,-0.285508110012928
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,5-9,Homens,-13296.8952486035,-4432.29841620118,51682,65975,-0.201544452422941,-0.0671814841409803
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,5-9,Mulheres,-13418.6181323057,-4472.87271076855,51325,64925,-0.206678754444446,-0.0688929181481487
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,5-9,Total,-26715.5133809092,-8905.17112696973,103007,130900,-0.204091011313286,-0.0680303371044288
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,10-14,Homens,-9416.8291001729,0,48406,51309,-0.183531721533706,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,10-14,Mulheres,-8861.58052119047,0,47536,50522,-0.175400429935285,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,10-14,Total,-18278.4096213634,0,95942,101831,-0.17949749704278,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,15-19,Homens,-7865.23901379455,0,37101,41003,-0.191821062209949,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,15-19,Mulheres,-12821.48576139,0,38773,40288,-0.318245774458649,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,15-19,Total,-20686.7247751846,0,75874,81291,-0.254477430160591,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,20-24,Homens,-12131.6556140332,0,28179,32332,-0.375221316776975,0
1960-1970,Nordeste,RN,Rio Grande do Norte,Rural,20-24,Mulheres,-12650.1929620848,0,32280,33937,-0.372755192329458,0
