decada,nome_regiao,estado,nome_estado,urbano_rural,grupo_etario,sexid,saldo_migratorio,saldo_migratorio_indireto,populacao_t,populacao_t_10,taxa_liquida_migracao,taxa_liquida_migracao_ind
1960-1970,Norte,AC,Acre,Rural,0-4,Homens,-1523.74578233785,-4571.23734701356,12443,16071,-0.0948133770355207,-0.284440131106562
1960-1970,Norte,AC,Acre,Rural,0-4,Mulheres,-1578.44316415035,-4735.32949245104,11942,15225,-0.103674427858808,-0.311023283576423
1960-1970,Norte,AC,Acre,Rural,0-4,Total,-3102.1889464882,-9306.56683946459,24385,31296,-0.0991241355600779,-0.297372406680234
1960-1970,Norte,AC,Acre,Rural,5-9,Homens,-2597.77909871667,-865.926366238889,10874,14189,-0.183084015696432,-0.0610280052321439
1960-1970,Norte,AC,Acre,Rural,5-9,Mulheres,-2911.85983112546,-970.619943708485,10241,13304,-0.218871003542202,-0.072957001180734
1960-1970,Norte,AC,Acre,Rural,5-9,Total,-5509.63892984212,-1836.54630994737,21115,27493,-0.200401517835163,-0.0668005059450542
1960-1970,Norte,AC,Acre,Rural,10-14,Homens,-2072.52379058377,0,8321,10930,-0.189617913136667,0
1960-1970,Norte,AC,Acre,Rural,10-14,Mulheres,-2385.93522592799,0,7883,10462,-0.228057276422098,0
1960-1970,Norte,AC,Acre,Rural,10-14,Total,-4458.45901651176,0,16204,21392,-0.208417119320856,0
1960-1970,Norte,AC,Acre,Rural,15-19,Homens,-1775.97781883745,0,6542,8726,-0.203527139449628,0
1960-1970,Norte,AC,Acre,Rural,15-19,Mulheres,-3003.44850470596,0,6271,7791,-0.38550231096213,0
1960-1970,Norte,AC,Acre,Rural,15-19,Total,-4779.42632354341,0,12813,16517,-0.289364068749979,0
1960-1970,Norte,AC,Acre,Rural,20-24,Homens,-1161.90057424169,0,5921,6667,-0.174276372317638,0
1960-1970,Norte,AC,Acre,Rural,20-24,Mulheres,-1999.7146654047,0,5097,5875,-0.340376964324204,0
1960-1970,Norte,AC,Acre,Rural,20-24,Total,-3161.6152396464,0,11018,12542,-0.252082222902758,0
1960-1970,Norte,AC,Acre,Rural,25-29,Homens,-663.432786203795,0,4787,5322,-0.124658546825215,0
1960-1970,Norte,AC,Acre,Rural,25-29,Mulheres,-950.651552392947,0,3938,4677,-0.203260969081237,0
1960-1970,Norte,AC,Acre,Rural,25-29,Total,-1614.08433859674,0,8725,9999,-0.161424576317306,0
1960-1970,Norte,AC,Acre,Rural,30-34,Homens,-969.768898719302,0,4089,4522,-0.214455749385074,0
1960-1970,Norte,AC,Acre,Rural,30-34,Mulheres,-772.321900913508,0,3140,3741,-0.20644798206723,0
1960-1970,Norte,AC,Acre,Rural,30-34,Total,-1742.09079963281,0,7229,8263,-0.210830303719328,0
1960-1970,Norte,AC,Acre,Rural,35-39,Homens,-659.30443449542,0,3968,4045,-0.162992443632984,0
1960-1970,Norte,AC,Acre,Rural,35-39,Mulheres,-518.909849365692,0,2640,3266,-0.158882378862735,0
1960-1970,Norte,AC,Acre,Rural,35-39,Total,-1178.21428386111,0,6608,7311,-0.16115637858858,0
1960-1970,Norte,AC,Acre,Rural,40-44,Homens,-480.370333488811,0,3132,3670,-0.130891099043273,0
1960-1970,Norte,AC,Acre,Rural,40-44,Mulheres,-580.595750310895,0,2053,2541,-0.228491046954307,0
1960-1970,Norte,AC,Acre,Rural,40-44,Total,-1060.96608379971,0,5185,6211,-0.170820493286058,0
1960-1970,Norte,AC,Acre,Rural,45-49,Homens,-757.342245385241,0,2249,2844,-0.266294741696639,0
1960-1970,Norte,AC,Acre,Rural,45-49,Mulheres,-560.425020782343,0,1628,1762,-0.318061873315745,0
1960-1970,Norte,AC,Acre,Rural,45-49,Total,-1317.76726616758,0,3877,4606,-0.286097973549193,0
1960-1970,Norte,AC,Acre,Rural,50-54,Homens,-525.883558940718,0,1462,2270,-0.23166676605318,0
1960-1970,Norte,AC,Acre,Rural,50-54,Mulheres,-535.890182140177,0,981,1355,-0.395490909328544,0
1960-1970,Norte,AC,Acre,Rural,50-54,Total,-1061.77374108089,0,2443,3625,-0.292903100987833,0
1960-1970,Norte,AC,Acre,Rural,55-59,Homens,-397.150629462773,0,1096,1467,-0.270722992135496,0
1960-1970,Norte,AC,Acre,Rural,55-59,Mulheres,-318.317150444201,0,662,1072,-0.29693764033974,0
1960-1970,Norte,AC,Acre,Rural,55-59,Total,-715.467779906974,0,1758,2539,-0.281791169715232,0
1960-1970,Norte,AC,Acre,Rural,60+,Homens,-860.501667680863,0,2864,2488,-0.345860798907099,0
1960-1970,Norte,AC,Acre,Rural,60+,Mulheres,-495.955263047333,0,1179,1508,-0.328882800429266,0
1960-1970,Norte,AC,Acre,Rural,60+,Total,-1356.4569307282,0,4043,3996,-0.339453686368417,0
1960-1970,Norte,AC,Acre,Total,0-4,Homens,-1050.00402203937,-3150.0120661181,15298,20961,-0.0500932217947314,-0.150279665384194
1960-1970,Norte,AC,Acre,Total,0-4,Mulheres,-1119.80861680724,-3359.42585042171,14691,19969,-0.0560773507339995,-0.168232052201998
1960-1970,Norte,AC,Acre,Total,0-4,Total,-2169.8126388466,-6509.4379165398,29989,40930,-0.0530127690898266,-0.15903830726948
1960-1970,Norte,AC,Acre,Total,5-9,Homens,-1611.34778394475,-537.115927981582,13686,18603,-0.0866176307017549,-0.0288725435672516
1960-1970,Norte,AC,Acre,Total,5-9,Mulheres,-1948.77184499723,-649.590614999077,12772,17605,-0.110694225787971,-0.036898075262657
1960-1970,Norte,AC,Acre,Total,5-9,Total,-3560.11962894198,-1186.70654298066,26458,36208,-0.098324117016736,-0.0327747056722453
1960-1970,Norte,AC,Acre,Total,10-14,Homens,-982.29087269925,0,10584,15015,-0.0654206375424076,0
1960-1970,Norte,AC,Acre,Total,10-14,Mulheres,-984.678140817456,0,10234,14834,-0.0663798126477994,0
1960-1970,Norte,AC,Acre,Total,10-14,Total,-1966.96901351671,0,20818,29849,-0.065897316945851,0
1960-1970,Norte,AC,Acre,Total,15-19,Homens,-952.662367214196,0,8117,12270,-0.0776415947199834,0
1960-1970,Norte,AC,Acre,Total,15-19,Mulheres,-1477.278782706,0,8150,11990,-0.123209239591827,0
1960-1970,Norte,AC,Acre,Total,15-19,Total,-2429.9411499202,0,16267,24260,-0.100162454654584,0
1960-1970,Norte,AC,Acre,Total,20-24,Homens,-743.755507576998,0,7025,9219,-0.0806763756998588,0
1960-1970,Norte,AC,Acre,Total,20-24,Mulheres,-1224.46722926326,0,6504,9002,-0.136021687320958,0
1960-1970,Norte,AC,Acre,Total,20-24,Total,-1968.22273684026,0,13529,18221,-0.108019468571443,0
1960-1970,Norte,AC,Acre,Total,25-29,Homens,-283.775140272187,0,5667,7146,-0.0397110467775241,0
1960-1970,Norte,AC,Acre,Total,25-29,Mulheres,-586.443625851199,0,5129,6730,-0.0871387259808616,0
1960-1970,Norte,AC,Acre,Total,25-29,Total,-870.218766123386,0,10796,13876,-0.0627139497062111,0
1960-1970,Norte,AC,Acre,Total,30-34,Homens,-571.274998411699,0,5026,5948,-0.0960448887713011,0
1960-1970,Norte,AC,Acre,Total,30-34,Mulheres,-446.756141318482,0,4118,5315,-0.0840557180279364,0
1960-1970,Norte,AC,Acre,Total,30-34,Total,-1018.03113973018,0,9144,11263,-0.0903872094229052,0
1960-1970,Norte,AC,Acre,Total,35-39,Homens,-316.014220053627,0,4864,5257,-0.0601130340600393,0
1960-1970,Norte,AC,Acre,Total,35-39,Mulheres,-288.696208839645,0,3536,4644,-0.0621654196467797,0
1960-1970,Norte,AC,Acre,Total,35-39,Total,-604.710428893272,0,8400,9901,-0.0610756922425282,0
1960-1970,Norte,AC,Acre,Total,40-44,Homens,-222.426980105651,0,3855,4883,-0.0455512963558572,0
1960-1970,Norte,AC,Acre,Total,40-44,Mulheres,-345.702440652502,0,2698,3751,-0.09216274077646,0
1960-1970,Norte,AC,Acre,Total,40-44,Total,-568.129420758152,0,6553,8634,-0.0658014154225333,0
1960-1970,Norte,AC,Acre,Total,45-49,Homens,-473.701174943414,0,2822,3945,-0.120076343458407,0
1960-1970,Norte,AC,Acre,Total,45-49,Mulheres,-375.928668486598,0,2191,2737,-0.137350627872341,0
1960-1970,Norte,AC,Acre,Total,45-49,Total,-849.629843430012,0,5013,6682,-0.127152026852741,0
1960-1970,Norte,AC,Acre,Total,50-54,Homens,-370.305739345929,0,1846,3075,-0.120424630681603,0
1960-1970,Norte,AC,Acre,Total,50-54,Mulheres,-414.207696562682,0,1334,2073,-0.199810755698351,0
1960-1970,Norte,AC,Acre,Total,50-54,Total,-784.513435908611,0,3180,5148,-0.152391887317135,0
1960-1970,Norte,AC,Acre,Total,55-59,Homens,-267.373825687189,0,1371,2075,-0.128854855752862,0
1960-1970,Norte,AC,Acre,Total,55-59,Mulheres,-157.191221721959,0,1004,1716,-0.0916032760617479,0
1960-1970,Norte,AC,Acre,Total,55-59,Total,-424.565047409149,0,2375,3791,-0.111992890374347,0
1960-1970,Norte,AC,Acre,Total,60+,Homens,-632.676086335763,0,3756,3659,-0.172909561720624,0
1960-1970,Norte,AC,Acre,Total,60+,Mulheres,-328.023882584499,0,1806,2596,-0.126357427806047,0
1960-1970,Norte,AC,Acre,Total,60+,Total,-960.699968920262,0,5562,6255,-0.153589123728259,0
1960-1970,Norte,AC,Acre,Urbano,0-4,Homens,131.341748374572,394.025245123715,2855,4890,0.0268592532463337,0.080577759739001
1960-1970,Norte,AC,Acre,Urbano,0-4,Mulheres,126.198128923811,378.594386771432,2749,4744,0.0266016291997914,0.0798048875993743
1960-1970,Norte,AC,Acre,Urbano,0-4,Total,257.539877298382,772.619631895147,5604,9634,0.0267323933255535,0.0801971799766604
1960-1970,Norte,AC,Acre,Urbano,5-9,Homens,533.267466166505,177.755822055502,2812,4414,0.120812747205823,0.0402709157352745
1960-1970,Norte,AC,Acre,Urbano,5-9,Mulheres,522.713820909735,174.237940303245,2531,4301,0.121533090190592,0.0405110300635305
1960-1970,Norte,AC,Acre,Urbano,5-9,Total,1055.98128707624,351.993762358746,5343,8715,0.121168248660498,0.040389416220166
1960-1970,Norte,AC,Acre,Urbano,10-14,Homens,1090.10488817478,0,2263,4085,0.266855541780852,0
1960-1970,Norte,AC,Acre,Urbano,10-14,Mulheres,1402.38328360025,0,2351,4372,0.320764703476728,0
1960-1970,Norte,AC,Acre,Urbano,10-14,Total,2492.48817177504,0,4614,8457,0.294724863636637,0
1960-1970,Norte,AC,Acre,Urbano,15-19,Homens,823.829265450926,0,1575,3544,0.232457467678027,0
1960-1970,Norte,AC,Acre,Urbano,15-19,Mulheres,1527.06087394272,0,1879,4199,0.363672511060424,0
1960-1970,Norte,AC,Acre,Urbano,15-19,Total,2350.89013939365,0,3454,7743,0.303614895956819,0
1960-1970,Norte,AC,Acre,Urbano,20-24,Homens,418.601908452506,0,1104,2552,0.164028960992361,0
1960-1970,Norte,AC,Acre,Urbano,20-24,Mulheres,774.77936063192,0,1407,3127,0.247770822076086,0
1960-1970,Norte,AC,Acre,Urbano,20-24,Total,1193.38126908443,0,2511,5679,0.210139332467763,0
1960-1970,Norte,AC,Acre,Urbano,25-29,Homens,379.175125011495,0,880,1824,0.207881099238758,0
1960-1970,Norte,AC,Acre,Urbano,25-29,Mulheres,363.276342208612,0,1191,2053,0.176949022020756,0
1960-1970,Norte,AC,Acre,Urbano,25-29,Total,742.451467220107,0,2071,3877,0.191501539133378,0
1960-1970,Norte,AC,Acre,Urbano,30-34,Homens,398.73707663221,0,937,1426,0.279619268325533,0
1960-1970,Norte,AC,Acre,Urbano,30-34,Mulheres,324.818670483129,0,978,1574,0.206365101958786,0
1960-1970,Norte,AC,Acre,Urbano,30-34,Total,723.555747115339,0,1915,3000,0.241185249038446,0
1960-1970,Norte,AC,Acre,Urbano,35-39,Homens,344.002906849006,0,896,1212,0.283830781228553,0
1960-1970,Norte,AC,Acre,Urbano,35-39,Mulheres,229.655097170293,0,896,1378,0.166658270805728,0
1960-1970,Norte,AC,Acre,Urbano,35-39,Total,573.658004019299,0,1792,2590,0.221489576841428,0
1960-1970,Norte,AC,Acre,Urbano,40-44,Homens,257.812218155511,0,723,1213,0.212540987762169,0
1960-1970,Norte,AC,Acre,Urbano,40-44,Mulheres,234.294637973437,0,645,1210,0.193631932209452,0
1960-1970,Norte,AC,Acre,Urbano,40-44,Total,492.106856128949,0,1368,2423,0.203098165963248,0
1960-1970,Norte,AC,Acre,Urbano,45-49,Homens,283.560268294984,0,573,1101,0.257547927606707,0
1960-1970,Norte,AC,Acre,Urbano,45-49,Mulheres,183.472332968958,0,563,975,0.188176751763034,0
1960-1970,Norte,AC,Acre,Urbano,45-49,Total,467.032601263942,0,1136,2076,0.224967534327525,0
1960-1970,Norte,AC,Acre,Urbano,50-54,Homens,155.654737655349,0,384,805,0.193359922553228,0
1960-1970,Norte,AC,Acre,Urbano,50-54,Mulheres,120.848402918701,0,353,718,0.168312538883985,0
1960-1970,Norte,AC,Acre,Urbano,50-54,Total,276.50314057405,0,737,1523,0.181551635307977,0
1960-1970,Norte,AC,Acre,Urbano,55-59,Homens,129.608658203265,0,275,608,0.213172135202739,0
1960-1970,Norte,AC,Acre,Urbano,55-59,Mulheres,160.571135292045,0,342,644,0.249334061012493,0
1960-1970,Norte,AC,Acre,Urbano,55-59,Total,290.179793495311,0,617,1252,0.231772997999449,0
1960-1970,Norte,AC,Acre,Urbano,60+,Homens,226.586095040315,0,892,1171,0.193497946234257,0
1960-1970,Norte,AC,Acre,Urbano,60+,Mulheres,164.539023721436,0,627,1088,0.151230720332203,0
1960-1970,Norte,AC,Acre,Urbano,60+,Total,391.125118761751,0,1519,2259,0.173140822825034,0
1970-1980,Norte,AC,Acre,Rural,0-4,Homens,-2387.12530181088,-7161.37590543264,16071,17496,-0.136438346011139,-0.409315038033416
1970-1980,Norte,AC,Acre,Rural,0-4,Mulheres,-2299.66555610563,-6898.99666831688,15225,16791,-0.136958225007779,-0.410874675023338
1970-1980,Norte,AC,Acre,Rural,0-4,Total,-4686.79085791651,-14060.3725737495,31296,34287,-0.136692940703955,-0.410078822111865
1970-1980,Norte,AC,Acre,Rural,5-9,Homens,-5324.6173770815,-1774.87245902717,14189,14637,-0.363777917406675,-0.121259305802225
1970-1980,Norte,AC,Acre,Rural,5-9,Mulheres,-5244.08751105049,-1748.02917035016,13304,13901,-0.377245342856665,-0.125748447618888
1970-1980,Norte,AC,Acre,Rural,5-9,Total,-10568.704888132,-3522.90162937733,27493,28538,-0.370337966505431,-0.123445988835144
1970-1980,Norte,AC,Acre,Rural,10-14,Homens,-4580.07529660949,0,10930,11991,-0.381959410942331,0
1970-1980,Norte,AC,Acre,Rural,10-14,Mulheres,-4948.1427346597,0,10462,10897,-0.454083026030991,0
1970-1980,Norte,AC,Acre,Rural,10-14,Total,-9528.2180312692,0,21392,22888,-0.416297537192817,0
1970-1980,Norte,AC,Acre,Rural,15-19,Homens,-4576.54923197219,0,8726,9440,-0.484803944064851,0
1970-1980,Norte,AC,Acre,Rural,15-19,Mulheres,-5127.22475225546,0,7791,8608,-0.595634845754585,0
1970-1980,Norte,AC,Acre,Rural,15-19,Total,-9703.77398422766,0,16517,18048,-0.537664781927508,0
1970-1980,Norte,AC,Acre,Rural,20-24,Homens,-2828.57201826601,0,6667,7631,-0.370668591045212,0
1970-1980,Norte,AC,Acre,Rural,20-24,Mulheres,-3707.91794398179,0,5875,6613,-0.56070133736304,0
1970-1980,Norte,AC,Acre,Rural,20-24,Total,-6536.4899622478,0,12542,14244,-0.458894268621721,0
1970-1980,Norte,AC,Acre,Rural,25-29,Homens,-2273.47992460341,0,5322,5862,-0.387833491061654,0
1970-1980,Norte,AC,Acre,Rural,25-29,Mulheres,-2142.64845541316,0,4677,4981,-0.430164315481461,0
1970-1980,Norte,AC,Acre,Rural,25-29,Total,-4416.12838001657,0,9999,10843,-0.407279201329574,0
1970-1980,Norte,AC,Acre,Rural,30-34,Homens,-1670.13216086197,0,4522,4635,-0.360330563292765,0
1970-1980,Norte,AC,Acre,Rural,30-34,Mulheres,-1485.97846127011,0,3741,3897,-0.381313436302313,0
1970-1980,Norte,AC,Acre,Rural,30-34,Total,-3156.11062213208,0,8263,8532,-0.369914512673708,0
1970-1980,Norte,AC,Acre,Rural,35-39,Homens,-1152.55313970682,0,4045,4122,-0.279610174601365,0
1970-1980,Norte,AC,Acre,Rural,35-39,Mulheres,-1010.12620836195,0,3266,3531,-0.286073692540908,0
1970-1980,Norte,AC,Acre,Rural,35-39,Total,-2162.67934806877,0,7311,7653,-0.282592362219884,0
1970-1980,Norte,AC,Acre,Rural,40-44,Homens,-861.258712787664,0,3670,3782,-0.227725730509694,0
1970-1980,Norte,AC,Acre,Rural,40-44,Mulheres,-1058.2255942126,0,2541,2702,-0.391645297636047,0
1970-1980,Norte,AC,Acre,Rural,40-44,Total,-1919.48430700026,0,6211,6484,-0.296033977020399,0
1970-1980,Norte,AC,Acre,Rural,45-49,Homens,-866.263836498168,0,2844,2891,-0.299641589933645,0
1970-1980,Norte,AC,Acre,Rural,45-49,Mulheres,-1062.96518389274,0,1762,1919,-0.553916197963907,0
1970-1980,Norte,AC,Acre,Rural,45-49,Total,-1929.2290203909,0,4606,4810,-0.401087114426383,0
1970-1980,Norte,AC,Acre,Rural,50-54,Homens,-828.597896659213,0,2270,2480,-0.334112055104522,0
1970-1980,Norte,AC,Acre,Rural,50-54,Mulheres,-833.198212410329,0,1355,1524,-0.546717987145885,0
1970-1980,Norte,AC,Acre,Rural,50-54,Total,-1661.79610906954,0,3625,4004,-0.415033993274112,0
1970-1980,Norte,AC,Acre,Rural,55-59,Homens,-646.922635167457,0,1467,1870,-0.345947933244629,0
1970-1980,Norte,AC,Acre,Rural,55-59,Mulheres,-482.220505453556,0,1072,1119,-0.430938789502731,0
1970-1980,Norte,AC,Acre,Rural,55-59,Total,-1129.14314062101,0,2539,2989,-0.377766189568756,0
1970-1980,Norte,AC,Acre,Rural,60+,Homens,-1087.65778313541,0,2488,3434,-0.316732027703963,0
1970-1980,Norte,AC,Acre,Rural,60+,Mulheres,-971.346027824039,0,1508,2169,-0.447831271472586,0
1970-1980,Norte,AC,Acre,Rural,60+,Total,-2059.00381095945,0,3996,5603,-0.367482386392905,0
1970-1980,Norte,AC,Acre,Total,0-4,Homens,-700.994797917303,-2102.98439375191,20961,28155,-0.0248977019327758,-0.0746931057983274
1970-1980,Norte,AC,Acre,Total,0-4,Mulheres,-661.099362568353,-1983.29808770506,19969,27073,-0.0244191394588096,-0.0732574183764289
1970-1980,Norte,AC,Acre,Total,0-4,Total,-1362.09416048566,-4086.28248145697,40930,55228,-0.0246631085769113,-0.0739893257307339
1970-1980,Norte,AC,Acre,Total,5-9,Homens,-1926.14516473243,-642.048388244144,18603,23963,-0.0803799676473076,-0.0267933225491025
1970-1980,Norte,AC,Acre,Total,5-9,Mulheres,-1864.39107454707,-621.46369151569,17605,22981,-0.0811274998715056,-0.0270424999571685
1970-1980,Norte,AC,Acre,Total,5-9,Total,-3790.5362392795,-1263.51207975983,36208,46944,-0.0807459151175763,-0.0269153050391921
1970-1980,Norte,AC,Acre,Total,10-14,Homens,-992.731584639267,0,15015,20628,-0.0481254404032997,0
1970-1980,Norte,AC,Acre,Total,10-14,Mulheres,-777.590015172231,0,14834,20006,-0.0388678404064896,0
1970-1980,Norte,AC,Acre,Total,10-14,Total,-1770.3215998115,0,29849,40634,-0.0435674951964241,0
1970-1980,Norte,AC,Acre,Total,15-19,Homens,-1596.71934393237,0,12270,16783,-0.0951390897892138,0
1970-1980,Norte,AC,Acre,Total,15-19,Mulheres,-984.998700565102,0,11990,17191,-0.0572973474821187,0
1970-1980,Norte,AC,Acre,Total,15-19,Total,-2581.71804449748,0,24260,33974,-0.0759909944221309,0
1970-1980,Norte,AC,Acre,Total,20-24,Homens,-786.818536222236,0,9219,13585,-0.0579181844845223,0
1970-1980,Norte,AC,Acre,Total,20-24,Mulheres,-1005.36431878631,0,9002,13629,-0.0737665506483465,0
1970-1980,Norte,AC,Acre,Total,20-24,Total,-1792.18285500855,0,18221,27214,-0.0658551795035111,0
1970-1980,Norte,AC,Acre,Total,25-29,Homens,-447.201082061727,0,7146,10996,-0.0406694327084146,0
1970-1980,Norte,AC,Acre,Total,25-29,Mulheres,-540.370229835984,0,6730,10423,-0.0518440208995475,0
1970-1980,Norte,AC,Acre,Total,25-29,Total,-987.571311897711,0,13876,21419,-0.0461072557961488,0
1970-1980,Norte,AC,Acre,Total,30-34,Homens,-256.24719960206,0,5948,8466,-0.030267800567217,0
1970-1980,Norte,AC,Acre,Total,30-34,Mulheres,-327.486851963073,0,5315,7921,-0.0413441297769313,0
1970-1980,Norte,AC,Acre,Total,30-34,Total,-583.734051565132,0,11263,16387,-0.035621776503639,0
1970-1980,Norte,AC,Acre,Total,35-39,Homens,-110.085236938954,0,5257,6976,-0.0157805672217537,0
1970-1980,Norte,AC,Acre,Total,35-39,Mulheres,193.112481861454,0,4644,6728,0.028702806459788,0
1970-1980,Norte,AC,Acre,Total,35-39,Total,83.0272449224995,0,9901,13704,0.0060586139026926,0
1970-1980,Norte,AC,Acre,Total,40-44,Homens,197.252957034537,0,4883,6309,0.0312653284251921,0
1970-1980,Norte,AC,Acre,Total,40-44,Mulheres,-148.759804877783,0,3751,5194,-0.0286407017477441,0
1970-1980,Norte,AC,Acre,Total,40-44,Total,48.4931521567542,0,8634,11503,0.00421569609291091,0
1970-1980,Norte,AC,Acre,Total,45-49,Homens,-123.529068800059,0,3945,4764,-0.0259296953820442,0
1970-1980,Norte,AC,Acre,Total,45-49,Mulheres,-356.594554706208,0,2737,3884,-0.0918111623857385,0
1970-1980,Norte,AC,Acre,Total,45-49,Total,-480.123623506267,0,6682,8648,-0.055518457852251,0
1970-1980,Norte,AC,Acre,Total,50-54,Homens,-123.525326758931,0,3075,4284,-0.0288341098877058,0
1970-1980,Norte,AC,Acre,Total,50-54,Mulheres,-182.1748940783,0,2073,3298,-0.0552379909273194,0
1970-1980,Norte,AC,Acre,Total,50-54,Total,-305.700220837231,0,5148,7582,-0.0403192061246678,0
1970-1980,Norte,AC,Acre,Total,55-59,Homens,-125.107737327307,0,2075,3372,-0.0371019387091659,0
1970-1980,Norte,AC,Acre,Total,55-59,Mulheres,-99.7364641060499,0,1716,2388,-0.0417656884866206,0
1970-1980,Norte,AC,Acre,Total,55-59,Total,-224.844201433357,0,3791,5760,-0.0390354516377356,0
1970-1980,Norte,AC,Acre,Total,60+,Homens,146.408962507819,0,3659,6525,0.0224381551736121,0
1970-1980,Norte,AC,Acre,Total,60+,Mulheres,217.639656944789,0,2596,5277,0.0412430655570947,0
1970-1980,Norte,AC,Acre,Total,60+,Total,364.048619452607,0,6255,11802,0.0308463497248439,0
1970-1980,Norte,AC,Acre,Urbano,0-4,Homens,860.085073647852,2580.25522094355,4890,10659,0.0806909722908201,0.24207291687246
1970-1980,Norte,AC,Acre,Urbano,0-4,Mulheres,840.301687364064,2520.90506209219,4744,10282,0.0817255093721128,0.245176528116338
1970-1980,Norte,AC,Acre,Urbano,0-4,Total,1700.38676101192,5101.16028303575,9634,20941,0.0811989284662583,0.243596785398775
1970-1980,Norte,AC,Acre,Urbano,5-9,Homens,2245.72213268559,748.57404422853,4414,9326,0.240802287442161,0.0802674291473869
1970-1980,Norte,AC,Acre,Urbano,5-9,Mulheres,2258.30998225685,752.769994085615,4301,9080,0.248712553111987,0.0829041843706625
1970-1980,Norte,AC,Acre,Urbano,5-9,Total,4504.03211494244,1501.34403831415,8715,18406,0.244704559108032,0.081568186369344
